nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
kendrix7/react-routing,https://github.com/kendrix7/react-routing,2017-10-11T03:13:34+09,2017-10-11T05:01:53+09,1,10869,56,0,0,1,0
brantbagnall/react-routing,https://github.com/brantbagnall/react-routing,2017-10-11T03:13:35+09,2017-10-11T04:17:44+09,1,10821,18,0,0,1,0
TheTylerCook/react-routing,https://github.com/TheTylerCook/react-routing,2017-10-11T03:27:03+09,2017-10-20T07:45:12+09,1,11787,8,0,0,1,0
SheaClose/react-routing,https://github.com/SheaClose/react-routing,2017-10-20T13:22:28+09,2017-12-13T03:48:45+09,8,4432,2459,2391,280,12,25
mariohoyos92/react-routing,https://github.com/mariohoyos92/react-routing,2017-10-24T08:38:20+09,2017-10-24T09:27:22+09,1,114,13,0,0,0,0
MightyJoeW/react-routing,https://github.com/MightyJoeW/react-routing,2017-10-24T10:53:11+09,2017-10-25T02:28:54+09,1,11864,76,0,0,1,0
matthcarson01/react-routing,https://github.com/matthcarson01/react-routing,2017-10-24T11:22:08+09,2018-01-23T08:23:37+09,3,11811,29,0,0,2,0
kLPham/react-routing,https://github.com/kLPham/react-routing,2017-10-24T13:26:56+09,2017-10-25T05:00:25+09,1,11809,26,0,0,1,0
Ajaalexandra/react-routing,https://github.com/Ajaalexandra/react-routing,2017-10-25T01:17:47+09,2017-10-25T14:14:19+09,1,11823,37,0,0,1,0
chriswfoster/react-routing,https://github.com/chriswfoster/react-routing,2017-10-25T01:19:45+09,2017-10-25T05:28:24+09,1,11789,10,0,0,1,0
bahull/react-routing,https://github.com/bahull/react-routing,2017-10-25T01:21:17+09,2017-10-25T05:18:36+09,1,156,14,0,0,0,0
ccorkery97/react-routing,https://github.com/ccorkery97/react-routing,2017-10-25T01:21:17+09,2017-10-25T02:29:31+09,1,11721,1,0,0,1,0
DevMountain2/react-routing,https://github.com/DevMountain2/react-routing,2017-10-25T01:28:49+09,2017-10-25T03:43:49+09,1,11816,29,0,0,1,0
dmndc/react-routing,https://github.com/dmndc/react-routing,2017-10-25T01:31:08+09,2017-10-25T05:25:48+09,2,11802,21,0,0,1,0
TrampleFirstStrike/react-4-mini,https://github.com/TrampleFirstStrike/react-4-mini,2018-02-07T02:45:50+09,2018-02-07T03:31:30+09,1,13186,190,2316,190,18,0
alldredgeb/react-4-mini,https://github.com/alldredgeb/react-4-mini,2018-02-14T09:44:45+09,2018-02-14T15:48:53+09,1,10526,0,0,0,17,0
kellerchch/react-4-mini,https://github.com/kellerchch/react-4-mini,2018-02-14T10:10:19+09,2018-03-09T08:55:06+09,2,10534,0,0,0,16,0
preston24/react-4-mini,https://github.com/preston24/react-4-mini,2018-02-14T10:18:10+09,2018-02-14T11:33:22+09,1,10538,0,0,0,17,0
shanetidwell/react-4-mini,https://github.com/shanetidwell/react-4-mini,2018-02-14T10:25:30+09,2018-02-14T12:01:33+09,1,17182,0,0,0,18,0
mcgagnier/react-4-mini,https://github.com/mcgagnier/react-4-mini,2018-02-19T04:15:26+09,2018-02-19T12:22:15+09,1,10847,0,307,0,18,0
bkchu/react-4-mini,https://github.com/bkchu/react-4-mini,2018-03-06T11:32:43+09,2018-03-06T11:52:02+09,1,7593,0,0,0,17,0
nhatzfeld/react-4-mini,https://github.com/nhatzfeld/react-4-mini,2018-03-07T01:50:23+09,2018-03-07T03:03:20+09,1,7670,0,0,0,16,0
mrisby-12/react-4-mini,https://github.com/mrisby-12/react-4-mini,2018-03-07T01:52:12+09,2018-03-07T03:03:19+09,1,11719,0,0,0,16,0
JacobAndy/react-4-mini,https://github.com/JacobAndy/react-4-mini,2018-03-27T20:37:40+09,2018-03-27T21:14:44+09,1,12080,0,0,0,17,0
josephiznot/react-4-mini,https://github.com/josephiznot/react-4-mini,2018-03-27T21:51:34+09,2018-03-27T22:41:50+09,1,12123,50,38,50,17,0
BlackshearDevCo/react-4-mini,https://github.com/BlackshearDevCo/react-4-mini,2018-03-27T22:08:06+09,2018-03-30T03:29:04+09,2,7649,0,0,0,17,0
Wingcraftian/react-4-mini,https://github.com/Wingcraftian/react-4-mini,2018-03-28T01:09:55+09,2018-03-28T05:36:28+09,1,21983,190,2317,190,19,0
OGCypherpunk/react-4-mini,https://github.com/OGCypherpunk/react-4-mini,2018-03-28T01:14:27+09,2018-03-28T03:27:53+09,1,14663,190,2317,190,17,0
danlubbers/react-4-mini,https://github.com/danlubbers/react-4-mini,2018-04-03T10:23:26+09,2018-04-13T11:52:05+09,2,12102,0,0,0,17,0
jacobjburton/react-4-mini,https://github.com/jacobjburton/react-4-mini,2018-04-03T23:49:29+09,2018-04-04T06:23:28+09,1,12100,0,0,0,17,0
zacklamoreaux/react-4-mini,https://github.com/zacklamoreaux/react-4-mini,2018-04-04T05:45:20+09,2018-04-04T06:11:51+09,1,12081,0,0,0,17,0
RevHam1/react-4-mini,https://github.com/RevHam1/react-4-mini,2018-05-01T04:19:07+09,2018-05-01T05:57:58+09,1,18568,0,0,0,18,0
Deraj21/react-4-mini,https://github.com/Deraj21/react-4-mini,2018-05-01T07:43:06+09,2018-05-02T07:00:37+09,3,18909,0,0,0,18,0
NickPekarek/react-4-mini,https://github.com/NickPekarek/react-4-mini,2018-05-01T11:27:34+09,2018-05-01T11:58:05+09,1,11706,0,0,0,17,0
phillipsun/react-4-mini,https://github.com/phillipsun/react-4-mini,2018-05-01T11:34:57+09,2018-05-01T12:00:58+09,1,11707,0,0,0,17,0
bfrest/react-4-mini,https://github.com/bfrest/react-4-mini,2018-05-01T11:35:08+09,2018-05-01T12:02:20+09,1,18848,0,307,0,19,0
piyushkochhar/react-4-mini,https://github.com/piyushkochhar/react-4-mini,2018-05-01T11:35:10+09,2018-05-01T12:08:46+09,1,11701,0,0,0,17,0
bheadwhite/react-4-mini,https://github.com/bheadwhite/react-4-mini,2018-05-01T11:35:47+09,2018-05-02T08:20:58+09,1,11708,0,0,0,17,0
afiliptsov/react-4-mini,https://github.com/afiliptsov/react-4-mini,2018-05-05T03:29:34+09,2018-05-06T10:34:34+09,1,14240,0,2444,0,15,0
DM-Index/react-4-mini,https://github.com/DM-Index/react-4-mini,2018-05-15T05:40:54+09,2018-05-16T00:18:59+09,1,10098,190,2327,190,15,0
EkhatorOwen/react-4-mini,https://github.com/EkhatorOwen/react-4-mini,2018-05-16T01:26:57+09,2018-05-16T02:32:27+09,1,14315,190,2327,190,19,0
hwrath6323/react-4-mini,https://github.com/hwrath6323/react-4-mini,2018-05-28T13:10:09+09,2018-06-06T11:49:41+09,1,11680,0,0,0,17,0
megsdev/react-4-mini,https://github.com/megsdev/react-4-mini,2018-06-06T09:10:35+09,2018-06-06T09:51:44+09,1,11666,0,0,0,17,0
KryoUS/react-4-mini,https://github.com/KryoUS/react-4-mini,2018-06-06T09:25:55+09,2018-06-06T09:51:40+09,1,13989,190,2327,190,17,0
jacobdman/react-4-mini,https://github.com/jacobdman/react-4-mini,2018-06-06T09:27:08+09,2018-06-06T09:48:56+09,1,18809,0,307,0,19,0
symkyn/react-4-mini,https://github.com/symkyn/react-4-mini,2018-06-06T11:32:49+09,2018-06-08T04:44:27+09,2,11682,0,0,0,17,0
breakingBrad/react-4-mini,https://github.com/breakingBrad/react-4-mini,2018-06-06T11:38:57+09,2018-06-06T12:03:36+09,1,21477,190,2327,190,19,0
Devbot0716/react-4-mini,https://github.com/Devbot0716/react-4-mini,2018-06-24T02:47:48+09,2018-06-24T03:38:28+09,1,11703,0,0,0,17,0
timbiles/react-4-mini,https://github.com/timbiles/react-4-mini,2018-07-03T11:11:48+09,2018-07-03T11:45:19+09,1,9952,0,2444,0,18,0
Abhishekduggal/react-4-mini,https://github.com/Abhishekduggal/react-4-mini,2018-07-03T12:23:34+09,2018-07-04T03:35:43+09,2,14458,190,2327,190,18,0
hokuzen/react-4-mini,https://github.com/hokuzen/react-4-mini,2018-07-09T14:06:39+09,2018-07-10T02:22:21+09,1,18503,0,0,0,18,0
webpromo/react-4-mini,https://github.com/webpromo/react-4-mini,2018-07-10T04:53:03+09,2018-07-10T05:04:01+09,1,14208,190,2327,190,17,0
IAmAaronHatch/react-4-mini,https://github.com/IAmAaronHatch/react-4-mini,2018-07-24T23:46:01+09,2018-07-25T04:12:38+09,2,18501,0,0,0,18,0
BureikuT/react-4-mini,https://github.com/BureikuT/react-4-mini,2018-07-25T03:56:30+09,2018-07-25T05:11:15+09,1,11677,0,0,0,17,0
ahart4589/react-4-mini,https://github.com/ahart4589/react-4-mini,2018-07-25T04:14:34+09,2018-07-25T04:51:59+09,1,11676,0,0,0,17,0
faltherr/react-4-mini,https://github.com/faltherr/react-4-mini,2018-07-25T04:20:38+09,2018-07-25T04:59:28+09,1,20930,0,2444,0,19,0
dennisleprozo/react-4-mini,https://github.com/dennisleprozo/react-4-mini,2018-08-08T01:26:55+09,2018-10-23T23:50:32+09,1,23343,0,0,307,18,0
EricDevMountain/react-4-mini,https://github.com/EricDevMountain/react-4-mini,2018-08-22T01:35:06+09,2018-08-22T03:43:33+09,1,7560,0,0,0,17,0
Jeremy-Coplen/react-4-mini,https://github.com/Jeremy-Coplen/react-4-mini,2018-08-29T03:08:00+09,2018-08-29T03:34:01+09,1,14421,190,2369,190,18,0
DavidDeArmon/react-4-mini,https://github.com/DavidDeArmon/react-4-mini,2018-09-19T01:20:19+09,2018-09-19T03:37:45+09,1,14120,190,2369,190,18,0
evancald/react-4-mini,https://github.com/evancald/react-4-mini,2018-09-23T03:48:27+09,2018-09-23T04:18:03+09,1,11476,0,0,0,17,0
justinxchang/react-4-mini,https://github.com/justinxchang/react-4-mini,2018-09-25T13:49:16+09,2018-09-25T14:36:47+09,1,11464,0,0,0,17,0
mckayn10/react-4-mini,https://github.com/mckayn10/react-4-mini,2018-09-26T05:21:31+09,2018-09-26T07:29:15+09,1,260,0,0,0,11,0
joshparkerj/react-4-mini,https://github.com/joshparkerj/react-4-mini,2018-09-28T08:43:31+09,2018-09-28T08:54:17+09,1,14007,190,2369,190,14,0
JerryChen559/react-4-mini,https://github.com/JerryChen559/react-4-mini,2018-10-09T02:27:07+09,2018-10-09T04:45:41+09,1,15584,0,0,0,17,0
sdavis9169/react-4-mini,https://github.com/sdavis9169/react-4-mini,2018-10-23T23:46:24+09,2019-05-07T13:00:15+09,1,13302,0,68,0,18,0
CodingSaiyan/react-4-mini,https://github.com/CodingSaiyan/react-4-mini,2018-10-31T03:42:10+09,2018-10-31T08:13:27+09,1,15367,0,0,0,17,0
codeBrake/react-4-mini,https://github.com/codeBrake/react-4-mini,2018-10-31T06:08:52+09,2018-10-31T06:31:50+09,1,15372,0,0,0,17,0
Savannakemp/react-4-mini,https://github.com/Savannakemp/react-4-mini,2018-10-31T06:41:48+09,2018-10-31T07:24:43+09,1,15707,288,25,288,18,0
mobydickens/react-4-mini,https://github.com/mobydickens/react-4-mini,2018-11-23T01:12:11+09,2018-12-09T07:17:33+09,2,15338,21,21,21,18,0
DougCaswell/react-4-mini,https://github.com/DougCaswell/react-4-mini,2018-11-27T06:02:00+09,2018-11-27T07:14:11+09,1,15329,0,0,0,17,0
spike004/react-4-mini,https://github.com/spike004/react-4-mini,2018-11-27T08:37:37+09,2018-11-28T05:41:59+09,1,25161,0,0,0,19,0
paytonalexanderwhipple/react-4-mini,https://github.com/paytonalexanderwhipple/react-4-mini,2018-11-27T08:39:15+09,2018-11-28T02:02:24+09,1,15320,0,0,0,17,0
anthony-viglione/react-4-mini,https://github.com/anthony-viglione/react-4-mini,2018-11-28T02:31:27+09,2018-11-29T01:06:09+09,1,15327,0,0,0,17,0
jlmcd/react-4-mini,https://github.com/jlmcd/react-4-mini,2018-12-11T12:41:24+09,2018-12-12T05:31:47+09,2,25031,0,0,0,18,0
qqqy/react-4-mini,https://github.com/qqqy/react-4-mini,2018-12-12T00:39:10+09,2018-12-12T04:44:42+09,4,15430,288,25,288,17,0
distoneman/react-4-mini,https://github.com/distoneman/react-4-mini,2018-12-12T02:32:02+09,2018-12-12T05:14:03+09,1,15403,0,0,0,17,0
smkelson/react-4-mini,https://github.com/smkelson/react-4-mini,2018-12-12T02:32:04+09,2018-12-12T08:05:39+09,1,15733,288,25,288,18,0
motogoozy/react-4-mini,https://github.com/motogoozy/react-4-mini,2018-12-12T02:34:06+09,2018-12-12T05:39:12+09,1,15725,288,25,288,18,0
narkane/react-4-mini,https://github.com/narkane/react-4-mini,2018-12-12T03:03:41+09,2018-12-12T04:32:16+09,1,718,288,25,288,17,0
Christian510/react-4-mini,https://github.com/Christian510/react-4-mini,2018-12-18T08:39:43+09,2018-12-20T02:12:38+09,2,15464,0,0,0,20,0
jstntrn/react-4-mini,https://github.com/jstntrn/react-4-mini,2019-01-22T05:59:52+09,2019-01-22T06:55:36+09,1,10392,0,0,0,16,0
zaidohassan/react-4-mini,https://github.com/zaidohassan/react-4-mini,2019-01-22T11:27:20+09,2019-01-23T00:50:53+09,1,1,0,0,0,1,0
mromero1591/react-4-mini,https://github.com/mromero1591/react-4-mini,2019-02-10T02:23:58+09,2019-02-10T02:52:35+09,2,10495,0,0,0,17,0
kung8/react-4-mini,https://github.com/kung8/react-4-mini,2019-02-13T00:08:57+09,2019-02-13T05:18:54+09,1,26812,0,0,0,18,0
Jmray/react-4-mini,https://github.com/Jmray/react-4-mini,2019-02-15T10:40:23+09,2019-02-15T12:11:18+09,2,16886,0,0,307,17,0
chandlerwillman/react-4-mini,https://github.com/chandlerwillman/react-4-mini,2019-02-15T10:41:03+09,2019-02-15T12:53:57+09,1,27170,276,37,276,19,0
spencer89allen/react-4-mini,https://github.com/spencer89allen/react-4-mini,2019-02-15T10:41:39+09,2019-02-15T11:32:19+09,1,16855,307,0,307,17,1
nfrisbee/react-4-mini,https://github.com/nfrisbee/react-4-mini,2019-02-15T11:32:32+09,2019-02-15T12:11:52+09,1,13,1,0,0,1,0
Benjamincook1313/react-4-mini,https://github.com/Benjamincook1313/react-4-mini,2019-03-28T04:57:19+09,2019-03-28T05:17:49+09,1,118,38,0,0,1,0
bananaborane/react-4-mini,https://github.com/bananaborane/react-4-mini,2019-03-28T06:29:30+09,2019-03-28T07:13:07+09,1,112,35,0,0,1,0
DanielStMartin/react-4-mini,https://github.com/DanielStMartin/react-4-mini,2019-04-03T02:26:33+09,2019-04-05T19:13:48+09,1,49,18,0,0,0,0
hawkinsbryan/react-4-mini,https://github.com/hawkinsbryan/react-4-mini,2019-04-10T02:08:44+09,2019-04-10T02:26:33+09,1,108,38,0,0,1,0
djhernandez15/react-4-mini,https://github.com/djhernandez15/react-4-mini,2019-04-10T02:08:45+09,2019-04-10T03:18:30+09,1,45,13,0,0,1,0
collins-anaba/react-4-mini,https://github.com/collins-anaba/react-4-mini,2019-04-10T02:09:26+09,2019-04-10T06:47:16+09,1,19233,12093,845,129,10,0
jdpabst/react-4-mini,https://github.com/jdpabst/react-4-mini,2019-04-16T01:00:57+09,2019-04-16T01:09:39+09,1,45,13,0,0,1,0
killer11fencer/react-4-mini,https://github.com/killer11fencer/react-4-mini,2019-04-16T04:17:29+09,2019-04-16T05:24:35+09,1,40,10,0,0,1,0
tortei1000/react-4-mini,https://github.com/tortei1000/react-4-mini,2019-04-16T05:27:33+09,2019-04-16T06:00:43+09,1,91,28,0,0,1,0
AlexDoss42/react-4-mini,https://github.com/AlexDoss42/react-4-mini,2019-04-16T05:38:06+09,2019-04-16T06:46:41+09,1,586,53,0,0,1,0
DevJBlack/react-4-mini,https://github.com/DevJBlack/react-4-mini,2019-04-17T03:09:17+09,2019-06-05T04:46:12+09,1,79,27,0,0,1,0
RedHandedBandit/react-4-mini,https://github.com/RedHandedBandit/react-4-mini,2019-04-17T03:09:53+09,2019-04-17T03:27:39+09,1,101,35,0,0,1,0
Race428/react-4-mini,https://github.com/Race428/react-4-mini,2019-04-17T03:09:57+09,2019-04-17T04:23:26+09,1,40,11,0,0,1,0
normwarren/react-4-mini,https://github.com/normwarren/react-4-mini,2019-04-17T03:16:31+09,2019-04-17T04:29:25+09,1,50,13,0,0,1,0
als735/react-4-mini,https://github.com/als735/react-4-mini,2019-05-07T07:10:21+09,2019-05-07T10:43:41+09,1,44,10,0,0,1,0
F15HYF4C3/react-4-mini,https://github.com/F15HYF4C3/react-4-mini,2019-05-07T11:28:10+09,2019-05-08T00:11:42+09,1,71,23,0,0,1,0
KrisCoop/react-4-mini,https://github.com/KrisCoop/react-4-mini,2019-05-09T07:03:53+09,2019-05-28T01:15:26+09,1,84,28,0,0,1,0
birdnmax/react-4-mini,https://github.com/birdnmax/react-4-mini,2019-05-12T06:07:33+09,2019-05-12T06:39:45+09,1,47,13,0,0,1,0
peterfchris/react-4-mini,https://github.com/peterfchris/react-4-mini,2019-05-15T02:23:20+09,2019-05-15T03:04:04+09,1,34,10,0,0,1,0
ProPiloty/react-4-mini,https://github.com/ProPiloty/react-4-mini,2019-05-15T02:23:21+09,2019-05-15T02:59:11+09,1,98,185,0,0,1,2
ShawnSki/react-4-mini,https://github.com/ShawnSki/react-4-mini,2019-05-15T02:23:30+09,2019-05-15T03:01:54+09,1,45,14,0,0,1,0
jeffnguyener/react-4-mini,https://github.com/jeffnguyener/react-4-mini,2019-05-15T02:23:58+09,2019-05-15T03:01:45+09,2,35,10,0,0,1,0
calebscoville/react-4-mini,https://github.com/calebscoville/react-4-mini,2019-05-15T02:24:37+09,2019-05-15T03:22:00+09,1,43,11,0,0,1,0
catiemondon/react-4-mini,https://github.com/catiemondon/react-4-mini,2019-05-15T02:25:56+09,2019-05-15T02:52:46+09,1,106,32,0,0,1,0
