nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
ashleyschuette/redux-counter,https://github.com/ashleyschuette/redux-counter,2017-07-11T04:46:39+09,2017-07-11T07:01:02+09,1,103,21,0,0,0,0
janises/redux-counter,https://github.com/janises/redux-counter,2017-08-08T08:15:48+09,2017-08-09T06:35:46+09,1,8210,14,0,0,1,0
CharlesMurphy94/redux-counter,https://github.com/CharlesMurphy94/redux-counter,2017-08-09T02:47:46+09,2017-08-09T06:02:36+09,1,120,12,0,0,0,0
emkeator/redux-counter,https://github.com/emkeator/redux-counter,2017-08-09T02:47:54+09,2017-08-09T03:30:41+09,1,107,14,0,0,0,0
ClassyFD/redux-counter,https://github.com/ClassyFD/redux-counter,2017-08-09T02:48:04+09,2017-08-09T05:13:17+09,1,84,11,0,0,0,0
seanqureshi/redux-counter,https://github.com/seanqureshi/redux-counter,2017-08-09T02:49:33+09,2017-10-17T05:21:27+09,1,9150,11,0,0,1,0
elderlowell/redux-counter,https://github.com/elderlowell/redux-counter,2017-08-11T09:13:01+09,2017-08-11T10:35:46+09,1,88,13,0,0,0,0
taylormckay68/redux-counter,https://github.com/taylormckay68/redux-counter,2017-08-27T22:05:53+09,2017-08-27T23:07:19+09,2,9121,13,0,0,1,0
keithdidier/redux-counter,https://github.com/keithdidier/redux-counter,2017-08-29T01:16:47+09,2017-09-26T03:31:03+09,1,9122,9,0,0,1,0
ShawnKoga/redux-counter,https://github.com/ShawnKoga/redux-counter,2017-08-29T02:37:03+09,2017-08-30T00:02:34+09,1,9125,10,0,0,1,0
kswensen/redux-counter,https://github.com/kswensen/redux-counter,2017-08-29T02:37:25+09,2017-08-29T05:00:08+09,1,8138,10,0,0,1,0
tb-44/redux-counter,https://github.com/tb-44/redux-counter,2017-08-29T02:37:48+09,2017-08-29T08:35:16+09,1,100,11,0,0,0,0
BlakeMAdams/redux-counter,https://github.com/BlakeMAdams/redux-counter,2017-08-29T02:37:59+09,2017-08-29T05:00:41+09,2,8144,9,0,0,1,0
MeganMFisher/redux-counter,https://github.com/MeganMFisher/redux-counter,2017-08-29T02:38:18+09,2017-09-14T01:20:22+09,1,106,11,0,0,0,0
joshwilcken/redux-counter,https://github.com/joshwilcken/redux-counter,2017-08-30T05:59:37+09,2017-08-30T07:11:27+09,1,58,9,0,0,0,0
Dylandoesprogramming/redux-counter,https://github.com/Dylandoesprogramming/redux-counter,2017-09-07T00:57:23+09,2017-09-07T01:27:13+09,1,116,20,0,0,0,0
vubui237/redux-counter,https://github.com/vubui237/redux-counter,2017-09-07T00:57:44+09,2017-09-07T01:19:37+09,1,158,25,0,0,0,0
TheRealMPC/redux-counter,https://github.com/TheRealMPC/redux-counter,2017-09-07T01:00:24+09,2017-09-07T03:45:16+09,1,148,26,0,0,0,0
Franklin-jhf/redux-counter,https://github.com/Franklin-jhf/redux-counter,2017-09-07T01:08:35+09,2017-09-12T02:32:43+09,1,114,13,0,0,0,0
gjkthx/redux-counter,https://github.com/gjkthx/redux-counter,2017-09-21T03:36:04+09,2017-09-21T07:44:06+09,1,9126,19,0,0,1,0
travisdbates/redux-counter,https://github.com/travisdbates/redux-counter,2017-09-26T00:22:41+09,2017-09-26T02:48:19+09,2,9164,14,0,0,1,0
ryanjparke/redux-counter,https://github.com/ryanjparke/redux-counter,2017-09-26T02:13:12+09,2017-09-26T04:27:42+09,1,9138,7,0,0,2,0
sdserage/redux-counter,https://github.com/sdserage/redux-counter,2017-09-26T02:25:07+09,2017-09-26T04:42:45+09,1,8166,9,0,0,1,0
mikelnorth/redux-counter,https://github.com/mikelnorth/redux-counter,2017-09-26T02:25:24+09,2017-09-26T04:49:25+09,1,9130,11,0,0,1,0
meganfmiller/redux-counter,https://github.com/meganfmiller/redux-counter,2017-09-26T02:25:55+09,2017-09-26T04:44:59+09,1,84,15,0,0,0,0
chasewdavis/redux-counter,https://github.com/chasewdavis/redux-counter,2017-09-26T02:26:21+09,2017-09-26T03:43:08+09,1,9131,9,0,0,1,0
DJBarBar/redux-counter,https://github.com/DJBarBar/redux-counter,2017-09-26T02:26:35+09,2017-09-26T03:50:29+09,1,8168,8,0,0,2,0
ckyle25/redux-counter,https://github.com/ckyle25/redux-counter,2017-10-06T08:56:05+09,2018-02-16T01:56:36+09,1,101,12,0,0,0,0
ajohnson2205/redux-counter,https://github.com/ajohnson2205/redux-counter,2017-10-06T09:01:35+09,2017-10-07T23:52:52+09,2,9148,9,0,0,2,0
KoltWright/redux-counter,https://github.com/KoltWright/redux-counter,2017-10-06T09:04:55+09,2017-10-07T14:26:41+09,1,96,13,0,0,0,0
landonwjohnson/redux-counter,https://github.com/landonwjohnson/redux-counter,2017-10-09T22:38:04+09,2017-10-10T01:43:08+09,1,8229,13,0,0,1,0
Fideist/redux-counter,https://github.com/Fideist/redux-counter,2017-10-11T10:57:10+09,2017-10-13T11:43:50+09,1,8189,12,0,0,1,0
jadecranford/redux-counter,https://github.com/jadecranford/redux-counter,2017-10-11T10:57:15+09,2017-10-13T09:55:48+09,1,9200,13,0,0,1,0
scottwbishop/redux-counter,https://github.com/scottwbishop/redux-counter,2017-10-11T10:57:19+09,2017-10-13T10:29:56+09,1,9180,17,0,0,1,0
katieolivia/redux-counter,https://github.com/katieolivia/redux-counter,2017-10-11T10:58:02+09,2017-10-13T09:53:51+09,1,9193,13,0,0,1,0
chrisjxn/redux-counter,https://github.com/chrisjxn/redux-counter,2017-10-17T01:05:05+09,2017-10-22T01:09:58+09,1,120,16,0,0,0,0
NickHath/redux-counter,https://github.com/NickHath/redux-counter,2017-10-17T01:07:30+09,2017-10-17T05:10:44+09,3,9186,16,0,0,1,0
brantbagnall/redux-counter,https://github.com/brantbagnall/redux-counter,2017-10-17T07:34:51+09,2017-10-17T07:40:30+09,1,8192,9,0,0,1,0
czuniga10/redux-counter,https://github.com/czuniga10/redux-counter,2017-10-17T10:36:25+09,2017-10-22T02:10:36+09,1,9185,20,0,0,1,0
Skylercrane23/redux-counter,https://github.com/Skylercrane23/redux-counter,2017-10-20T11:14:07+09,2017-10-24T10:09:27+09,1,9144,9,0,0,1,0
BuddhaTheChef/redux-counter,https://github.com/BuddhaTheChef/redux-counter,2017-10-27T01:40:18+09,2017-10-27T02:28:30+09,1,123,13,0,0,0,0
screamworks/redux-counter,https://github.com/screamworks/redux-counter,2017-10-27T01:40:18+09,2017-10-27T03:15:53+09,1,177,63,0,0,0,0
scottj1426/redux-counter,https://github.com/scottj1426/redux-counter,2017-10-27T01:40:27+09,2017-10-27T05:02:46+09,1,186,64,0,0,0,0
giaonguyenn/redux-counter,https://github.com/giaonguyenn/redux-counter,2017-10-27T01:40:49+09,2017-10-27T02:30:08+09,1,116,12,0,0,0,0
loyher343/redux-counter,https://github.com/loyher343/redux-counter,2017-10-27T01:40:51+09,2017-10-27T03:12:30+09,1,9214,60,0,0,1,0
GarrettChapman/redux-counter,https://github.com/GarrettChapman/redux-counter,2017-10-27T01:41:20+09,2017-10-27T03:14:40+09,1,177,62,0,0,0,0
mariohoyos92/redux-counter,https://github.com/mariohoyos92/redux-counter,2017-10-30T09:59:17+09,2017-10-31T02:32:29+09,2,5757,15,0,0,1,0
DevMountain2/redux-counter,https://github.com/DevMountain2/redux-counter,2017-10-31T01:06:29+09,2017-10-31T03:31:24+09,1,9192,21,0,0,1,0
ccorkery97/redux-counter,https://github.com/ccorkery97/redux-counter,2017-10-31T01:26:50+09,2017-10-31T02:28:53+09,1,9108,9,0,0,1,0
valcodes/redux-counter,https://github.com/valcodes/redux-counter,2017-10-31T01:26:56+09,2017-10-31T02:29:28+09,1,9159,10,0,0,1,0
StiX1919/redux-counter,https://github.com/StiX1919/redux-counter,2017-10-31T01:27:56+09,2017-10-31T02:29:06+09,1,9153,9,0,0,1,0
MightyJoeW/redux-counter,https://github.com/MightyJoeW/redux-counter,2017-10-31T01:28:01+09,2018-04-26T05:05:52+09,13,13363,2313,275,389,2,5
matthcarson01/redux-counter,https://github.com/matthcarson01/redux-counter,2017-10-31T01:29:49+09,2017-10-31T03:41:15+09,1,9156,9,0,0,1,0
erikgolden7/redux-counter,https://github.com/erikgolden7/redux-counter,2017-10-31T01:34:40+09,2017-10-31T02:16:15+09,1,57,36,0,0,0,0
kekoawilson/redux-counter,https://github.com/kekoawilson/redux-counter,2017-11-14T03:38:24+09,2017-11-15T06:05:07+09,1,9162,15,0,0,1,0
sbready/redux-counter,https://github.com/sbready/redux-counter,2017-11-14T03:38:53+09,2017-11-14T06:50:36+09,1,9160,10,0,0,1,0
doorain/redux-counter,https://github.com/doorain/redux-counter,2017-11-14T03:38:58+09,2017-11-14T06:36:49+09,1,8215,11,0,0,1,0
nathan-08/redux-counter,https://github.com/nathan-08/redux-counter,2017-11-14T03:39:58+09,2017-11-14T06:51:48+09,1,83,13,0,0,0,0
larryzli/redux-counter,https://github.com/larryzli/redux-counter,2017-12-19T01:16:38+09,2017-12-19T03:11:24+09,1,187,63,0,0,0,0
BrunoCDev/redux-counter,https://github.com/BrunoCDev/redux-counter,2017-12-19T01:16:57+09,2017-12-19T08:05:01+09,1,130,11,0,0,0,0
jmarc21/redux-counter,https://github.com/jmarc21/redux-counter,2017-12-19T03:20:30+09,2017-12-19T04:28:19+09,1,92,14,0,0,0,0
bdlewis30/redux-counter,https://github.com/bdlewis30/redux-counter,2017-12-19T03:20:52+09,2017-12-19T06:19:35+09,1,9168,15,0,0,1,0
tpeschke/redux-counter,https://github.com/tpeschke/redux-counter,2017-12-19T03:21:15+09,2017-12-19T04:34:02+09,1,8217,15,0,0,1,0
ballermjc/react-5-mini,https://github.com/ballermjc/react-5-mini,2018-01-23T09:38:02+09,2018-01-28T03:09:51+09,1,10322,11,0,0,1,0
alyssalleonard/react-5-mini,https://github.com/alyssalleonard/react-5-mini,2018-01-23T09:59:50+09,2018-01-25T13:15:17+09,1,10345,11,0,0,1,0
brettghays/react-5-mini,https://github.com/brettghays/react-5-mini,2018-01-23T10:05:22+09,2018-01-23T12:04:47+09,2,93,11,0,0,0,0
lukeschunk/react-5-mini,https://github.com/lukeschunk/react-5-mini,2018-01-23T10:14:17+09,2018-01-23T12:00:16+09,2,6710,11,0,0,1,0
jaylanjones421/react-5-mini,https://github.com/jaylanjones421/react-5-mini,2018-01-23T10:14:18+09,2018-01-24T00:59:42+09,1,10325,12,0,0,1,0
TalanCurtis/react-5-mini,https://github.com/TalanCurtis/react-5-mini,2018-01-29T09:01:53+09,2018-01-29T10:16:55+09,1,10311,12,0,0,1,0
mateotherock/react-5-mini,https://github.com/mateotherock/react-5-mini,2018-01-30T00:59:49+09,2018-01-30T08:45:26+09,1,9516,13,0,0,1,0
redsnow32/react-5-mini,https://github.com/redsnow32/react-5-mini,2018-01-30T01:58:10+09,2018-01-31T00:30:36+09,1,10276,7,0,0,1,0
JakeG6/react-5-mini,https://github.com/JakeG6/react-5-mini,2018-02-04T01:15:10+09,2018-02-04T04:08:08+09,1,10305,17,0,0,1,0
brittanyjat/react-5-mini,https://github.com/brittanyjat/react-5-mini,2018-02-08T04:07:03+09,2018-02-08T06:17:08+09,1,10315,13,0,0,1,0
tcscheurer/react-5-mini,https://github.com/tcscheurer/react-5-mini,2018-02-09T07:00:27+09,2018-02-09T08:31:35+09,1,9493,11,0,0,1,0
Mkoerber7/react-5-mini,https://github.com/Mkoerber7/react-5-mini,2018-02-13T02:17:55+09,2018-02-13T05:11:45+09,1,3148,1436,0,0,0,0
zcericola/react-5-mini,https://github.com/zcericola/react-5-mini,2018-02-13T02:20:44+09,2018-02-13T03:31:49+09,1,3127,1432,0,0,0,0
Garrettcraig4/react-5-mini,https://github.com/Garrettcraig4/react-5-mini,2018-02-13T02:29:18+09,2018-02-13T03:53:43+09,1,3109,1439,0,0,0,0
rachelruff1/react-5-mini,https://github.com/rachelruff1/react-5-mini,2018-02-13T02:29:40+09,2018-02-13T07:16:29+09,2,3135,1442,0,0,1,0
Rosstapasta/react-5-mini,https://github.com/Rosstapasta/react-5-mini,2018-02-19T11:02:21+09,2018-02-20T10:14:37+09,1,10281,8,0,0,1,0
Devinbeth/react-5-mini,https://github.com/Devinbeth/react-5-mini,2018-02-20T01:37:56+09,2018-02-20T06:15:37+09,3,9468,16,0,0,1,0
dev-potato/react-5-mini,https://github.com/dev-potato/react-5-mini,2018-02-20T03:47:45+09,2018-02-20T06:12:19+09,1,3139,1432,0,0,0,0
mcgagnier/react-5-mini,https://github.com/mcgagnier/react-5-mini,2018-02-28T10:40:02+09,2018-02-28T12:35:24+09,1,10262,11,0,0,1,0
preston24/react-5-mini,https://github.com/preston24/react-5-mini,2018-02-28T10:47:14+09,2018-02-28T12:24:39+09,1,10269,13,0,0,1,0
banderson19/react-5-mini,https://github.com/banderson19/react-5-mini,2018-02-28T11:08:16+09,2018-02-28T12:20:53+09,1,9474,12,0,0,1,0
Dmust32/react-5-mini,https://github.com/Dmust32/react-5-mini,2018-02-28T11:08:44+09,2018-02-28T12:22:40+09,1,10259,12,0,0,1,0
kellerchch/react-5-mini,https://github.com/kellerchch/react-5-mini,2018-02-28T11:12:36+09,2018-03-09T09:06:13+09,1,10272,17,0,0,1,0
wanglin2331/react-5-mini,https://github.com/wanglin2331/react-5-mini,2018-02-28T11:12:43+09,2018-03-01T08:48:07+09,2,9637,12,0,0,1,0
shanetidwell/react-5-mini,https://github.com/shanetidwell/react-5-mini,2018-02-28T11:17:37+09,2018-02-28T12:26:59+09,1,10263,13,0,0,1,0
nhatzfeld/react-5-mini,https://github.com/nhatzfeld/react-5-mini,2018-03-13T01:06:52+09,2018-03-13T05:56:36+09,1,3723,1432,0,0,1,0
bkchu/react-5-mini,https://github.com/bkchu/react-5-mini,2018-03-13T01:22:34+09,2018-03-13T03:32:21+09,1,3768,1439,0,0,0,0
mrisby-12/react-5-mini,https://github.com/mrisby-12/react-5-mini,2018-03-13T01:23:46+09,2018-03-13T04:07:41+09,1,11780,13,0,0,1,0
WilliamWon/react-5-mini,https://github.com/WilliamWon/react-5-mini,2018-04-03T01:40:10+09,2018-04-05T12:55:51+09,1,11819,18,0,0,1,0
Jarid11/react-5-mini,https://github.com/Jarid11/react-5-mini,2018-04-03T01:40:20+09,2018-04-03T22:53:20+09,1,11630,1461,0,0,1,0
haydenAn/react-5-mini,https://github.com/haydenAn/react-5-mini,2018-04-03T01:40:30+09,2018-04-05T12:48:15+09,1,11826,30,0,0,1,0
danlubbers/react-5-mini,https://github.com/danlubbers/react-5-mini,2018-04-09T09:50:00+09,2018-04-10T04:40:49+09,1,11903,12,0,0,5,0
jacobjburton/react-5-mini,https://github.com/jacobjburton/react-5-mini,2018-04-10T00:36:39+09,2018-04-10T03:25:05+09,1,11761,14,0,0,1,0
stevenwright1012/react-5-mini,https://github.com/stevenwright1012/react-5-mini,2018-04-10T00:56:32+09,2018-04-10T04:09:29+09,1,11707,9,0,0,1,0
SkySor44/react-5-mini,https://github.com/SkySor44/react-5-mini,2018-04-10T01:03:38+09,2018-04-10T04:39:58+09,2,11742,11,0,0,1,0
paulchan14/react-5-mini,https://github.com/paulchan14/react-5-mini,2018-04-10T01:03:40+09,2018-04-10T03:07:16+09,2,11805,8,0,0,1,0
kapland26/react-5-mini,https://github.com/kapland26/react-5-mini,2018-04-10T01:04:01+09,2018-04-11T09:03:30+09,2,11723,13,0,0,1,0
nataly985/react-5-mini,https://github.com/nataly985/react-5-mini,2018-05-06T13:35:42+09,2018-05-08T04:41:08+09,1,11772,48,0,0,1,0
jonbaxt/react-5-mini,https://github.com/jonbaxt/react-5-mini,2018-05-08T00:35:30+09,2018-05-08T06:18:31+09,1,11786,12,0,0,1,0
Jordanmb803/react-5-mini,https://github.com/Jordanmb803/react-5-mini,2018-05-08T04:39:08+09,2018-05-08T05:28:07+09,1,11732,8,0,0,2,0
Rachel-Hicken/react-5-mini,https://github.com/Rachel-Hicken/react-5-mini,2018-05-08T04:40:35+09,2018-05-08T05:39:01+09,1,11727,8,0,0,1,0
bfrest/react-5-mini,https://github.com/bfrest/react-5-mini,2018-05-11T12:30:13+09,2018-05-15T12:31:02+09,1,11757,34,0,0,1,0
Deraj21/react-5-mini,https://github.com/Deraj21/react-5-mini,2018-05-15T11:02:30+09,2018-05-25T08:59:26+09,2,11774,12,0,0,1,0
bheadwhite/react-5-mini,https://github.com/bheadwhite/react-5-mini,2018-05-21T04:25:09+09,2018-05-21T13:21:27+09,1,11733,13,0,0,1,0
DM-Index/react-5-mini,https://github.com/DM-Index/react-5-mini,2018-05-22T00:14:44+09,2018-05-22T03:27:54+09,1,3879,1456,0,0,0,0
EkhatorOwen/react-5-mini,https://github.com/EkhatorOwen/react-5-mini,2018-05-22T01:21:50+09,2018-05-22T02:15:53+09,1,11678,8,0,0,1,0
tjack94/react-5-mini,https://github.com/tjack94/react-5-mini,2018-06-19T12:04:14+09,2018-06-19T13:04:48+09,1,12200,18,0,0,1,0
KryoUS/react-5-mini,https://github.com/KryoUS/react-5-mini,2018-06-20T08:37:00+09,2018-06-20T11:00:26+09,1,12186,11,0,0,1,0
megsdev/react-5-mini,https://github.com/megsdev/react-5-mini,2018-06-20T09:52:47+09,2018-06-20T11:24:47+09,1,12185,11,0,0,1,0
AshtonM11/react-5-mini,https://github.com/AshtonM11/react-5-mini,2018-06-20T09:56:09+09,2018-06-20T11:07:08+09,1,12154,14,0,0,1,0
Bllynn/react-5-mini,https://github.com/Bllynn/react-5-mini,2018-06-26T04:19:22+09,2018-06-26T06:35:24+09,1,12195,14,0,0,1,0
NancyDaCosta/react-5-mini,https://github.com/NancyDaCosta/react-5-mini,2018-06-26T04:34:20+09,2018-06-26T13:07:56+09,1,12217,19,0,0,1,0
Abhishekduggal/react-5-mini,https://github.com/Abhishekduggal/react-5-mini,2018-07-09T03:06:19+09,2018-07-10T02:31:42+09,2,12210,15,0,0,1,0
Rockydonthurtem/react-5-mini,https://github.com/Rockydonthurtem/react-5-mini,2018-07-09T20:54:58+09,2018-07-09T22:00:45+09,1,12154,13,0,0,1,0
blermyjake/react-5-mini,https://github.com/blermyjake/react-5-mini,2018-07-10T01:51:11+09,2018-07-10T10:22:48+09,2,12199,14,0,0,1,0
webpromo/react-5-mini,https://github.com/webpromo/react-5-mini,2018-07-15T11:35:12+09,2018-07-16T04:15:39+09,1,12187,14,0,0,1,0
dkamauoha/react-5-mini,https://github.com/dkamauoha/react-5-mini,2018-07-16T21:53:17+09,2018-07-16T23:20:20+09,1,12169,12,0,0,1,0
aaharr78/react-5-mini,https://github.com/aaharr78/react-5-mini,2018-07-31T02:31:32+09,2018-08-01T00:20:42+09,1,12173,17,0,0,1,0
IAmAaronHatch/react-5-mini,https://github.com/IAmAaronHatch/react-5-mini,2018-07-31T02:33:15+09,2018-07-31T04:26:42+09,1,12157,7,0,0,1,0
faltherr/react-5-mini,https://github.com/faltherr/react-5-mini,2018-07-31T02:35:04+09,2018-07-31T04:36:12+09,1,12163,12,0,0,1,0
kylebarnett/react-5-mini,https://github.com/kylebarnett/react-5-mini,2018-07-31T02:35:26+09,2018-07-31T04:26:09+09,1,12132,7,0,0,1,0
BureikuT/react-5-mini,https://github.com/BureikuT/react-5-mini,2018-07-31T02:35:40+09,2018-07-31T04:54:24+09,1,12172,17,0,0,1,0
Andrewdwatters1/react-5-mini,https://github.com/Andrewdwatters1/react-5-mini,2018-07-31T02:36:48+09,2018-07-31T04:07:55+09,1,11395,12,0,0,1,0
dennisleprozo/react-5-mini,https://github.com/dennisleprozo/react-5-mini,2018-08-14T00:09:01+09,2018-10-30T06:59:47+09,1,12024,15,0,0,1,0
isaiahols/react-5-mini,https://github.com/isaiahols/react-5-mini,2018-08-14T02:34:08+09,2018-08-14T05:44:03+09,1,12224,13,0,0,1,0
redoprojects/react-5-mini,https://github.com/redoprojects/react-5-mini,2018-08-15T06:14:30+09,2018-08-15T11:33:14+09,1,12178,29,0,0,1,0
Joseangel15/react-5-mini,https://github.com/Joseangel15/react-5-mini,2018-08-18T01:32:47+09,2018-08-18T05:20:51+09,1,12158,11,0,0,1,0
Rocky1911/react-5-mini,https://github.com/Rocky1911/react-5-mini,2018-08-27T10:55:18+09,2018-08-28T02:38:56+09,2,12196,17,0,0,1,0
kguyton6/react-5-mini,https://github.com/kguyton6/react-5-mini,2018-09-04T02:41:01+09,2018-09-04T13:45:24+09,4,23894,12,0,0,8,0
Jeremy-Coplen/react-5-mini,https://github.com/Jeremy-Coplen/react-5-mini,2018-09-04T02:41:01+09,2018-09-04T07:34:40+09,2,12333,13,0,0,1,0
estott10/react-5-mini,https://github.com/estott10/react-5-mini,2018-09-10T04:08:56+09,2018-09-10T09:25:02+09,1,11742,11,0,0,1,0
rfilaxwy/react-5-mini,https://github.com/rfilaxwy/react-5-mini,2018-09-13T01:40:45+09,2018-09-13T21:11:19+09,1,10925,21,0,0,1,0
RayOlivier/react-5-mini,https://github.com/RayOlivier/react-5-mini,2018-09-24T13:31:07+09,2018-09-28T04:38:50+09,1,12146,23,0,0,2,0
alexiastandish/react-5-mini,https://github.com/alexiastandish/react-5-mini,2018-09-25T01:32:26+09,2018-09-25T07:28:02+09,1,12126,31,0,0,3,0
evancald/react-5-mini,https://github.com/evancald/react-5-mini,2018-10-12T04:53:08+09,2018-10-12T05:29:21+09,1,11966,13,0,0,1,0
twallengren/react-5-mini,https://github.com/twallengren/react-5-mini,2018-10-14T04:09:02+09,2018-10-15T01:37:41+09,1,11884,1,0,0,1,0
BStid/react-5-mini,https://github.com/BStid/react-5-mini,2018-10-15T01:31:36+09,2018-10-15T07:49:48+09,1,11975,30,0,0,1,0
ethanbud5/react-5-mini,https://github.com/ethanbud5/react-5-mini,2018-10-15T05:56:31+09,2018-10-15T07:08:59+09,1,11971,12,0,0,1,0
pskhiev401/react-5-mini,https://github.com/pskhiev401/react-5-mini,2018-10-15T10:41:26+09,2018-10-15T12:06:22+09,1,11975,31,0,0,1,0
