nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
raburski/react-native-mock,https://github.com/raburski/react-native-mock,2016-11-26T00:50:03+09,2016-12-07T23:56:21+09,6,8012,28,0,0,105,0
samouss/react-native-mock,https://github.com/samouss/react-native-mock,2017-04-08T00:12:50+09,2017-05-08T21:52:13+09,5,136,161,0,0,0,0
hyb175/react-native-mock,https://github.com/hyb175/react-native-mock,2017-04-12T08:05:52+09,2017-04-20T05:58:31+09,1,4,5,0,0,0,0
Jeiwan/react-native-mock,https://github.com/Jeiwan/react-native-mock,2017-06-08T13:14:10+09,2017-06-08T13:27:31+09,1,0,22,0,0,0,0
newtonry/react-native-mock,https://github.com/newtonry/react-native-mock,2017-06-13T08:03:04+09,2017-06-13T08:17:45+09,3,6,9,0,0,0,0
blitzpick/react-native-mock,https://github.com/blitzpick/react-native-mock,2017-06-23T05:53:30+09,2017-06-27T07:55:25+09,9,13660,137,0,0,116,0
xareelee/react-native-mock,https://github.com/xareelee/react-native-mock,2017-07-19T15:46:33+09,2017-07-19T15:52:49+09,1,9,9,0,0,0,0
lucasbento/react-native-mock,https://github.com/lucasbento/react-native-mock,2017-08-07T16:49:34+09,2017-08-07T17:03:34+09,2,14257,2,0,0,118,0
esauter5/react-native-mock,https://github.com/esauter5/react-native-mock,2017-09-02T01:18:36+09,2017-09-02T02:21:19+09,12,8535,109,0,0,115,0
shqld/react-native-mock,https://github.com/shqld/react-native-mock,2017-09-04T05:47:23+09,2017-10-20T13:03:04+09,3,1,3,0,0,0,0
qare/react-native-mock,https://github.com/qare/react-native-mock,2017-09-11T13:58:10+09,2018-01-03T19:21:04+09,14,11625,95,0,0,115,0
miracle2k/react-native-mock,https://github.com/miracle2k/react-native-mock,2017-09-19T00:26:26+09,2017-09-19T00:28:45+09,1,2,2,0,0,0,0
zeppelin-no/react-native-mock,https://github.com/zeppelin-no/react-native-mock,2017-09-20T20:47:31+09,2017-10-06T00:49:06+09,6,13138,17,0,0,116,0
mrdezzods/react-native-mock,https://github.com/mrdezzods/react-native-mock,2017-09-28T04:33:40+09,2017-09-28T04:43:38+09,1,63,81,0,0,0,0
EdtechFoundry/react-native-mock,https://github.com/EdtechFoundry/react-native-mock,2017-10-06T23:48:21+09,2017-10-07T01:27:19+09,5,133,156,0,0,0,0
RostikMoroziuk/react-native-mock,https://github.com/RostikMoroziuk/react-native-mock,2017-10-19T18:32:21+09,2017-10-19T18:57:22+09,1,8403,5,0,0,114,0
fritzmonkey/react-native-mock,https://github.com/fritzmonkey/react-native-mock,2017-10-21T04:41:11+09,2017-10-21T04:50:38+09,1,23,21,0,0,0,0
sdeleon28/react-native-mock,https://github.com/sdeleon28/react-native-mock,2017-10-27T04:31:51+09,2017-10-28T03:42:54+09,2,24,41,0,0,0,0
angeloocana/react-native-mock,https://github.com/angeloocana/react-native-mock,2017-11-19T03:15:01+09,2017-11-19T03:42:39+09,4,14116,1,0,0,115,0
gabrielrotbart/react-native-mock,https://github.com/gabrielrotbart/react-native-mock,2018-02-18T13:13:40+09,2018-02-20T14:37:37+09,8,8156,129,0,0,1,0
amitstockpile/react-native-mock,https://github.com/amitstockpile/react-native-mock,2018-02-27T06:52:36+09,2018-02-27T07:00:16+09,2,15,8,0,0,0,0
JonnyBurger/react-native-mock,https://github.com/JonnyBurger/react-native-mock,2018-05-31T18:35:26+09,2018-05-31T18:39:03+09,1,4,0,4,0,0,0
osdnk/react-native-mock,https://github.com/osdnk/react-native-mock,2018-07-13T18:12:02+09,2018-07-13T18:13:33+09,1,1,1,0,0,0,0
abdulsemiu-atanda/react-native-mock,https://github.com/abdulsemiu-atanda/react-native-mock,2018-07-14T18:33:53+09,2019-07-01T04:42:55+09,1,2,0,2,0,0,0
jessestuart/react-native-mock,https://github.com/jessestuart/react-native-mock,2018-07-19T19:28:36+09,2018-07-19T20:19:47+09,1,5577,99,0,0,1,0
heronsystems/react-native-mock,https://github.com/heronsystems/react-native-mock,2018-08-22T05:21:02+09,2018-08-28T00:29:05+09,7,13710,305,0,0,117,0
madebymany/react-native-mock,https://github.com/madebymany/react-native-mock,2018-11-02T23:13:56+09,2018-11-02T23:49:52+09,3,10514,132,0,0,1,0
chinesedfan/react-native-mock,https://github.com/chinesedfan/react-native-mock,2019-06-30T13:25:17+09,2019-06-30T13:30:18+09,2,2,1,0,0,0,0
Kevin-Lev/react-native-mock,https://github.com/Kevin-Lev/react-native-mock,2019-09-28T02:16:33+09,2019-09-28T02:51:30+09,1,86,67,0,0,0,0
hoangnguyen8895/react-native-mock,https://github.com/hoangnguyen8895/react-native-mock,2022-12-18T23:56:17+09,2022-12-19T00:45:46+09,1,7549,328,0,0,2,0
